s,俳句,読み,季語候補,plutchik_main,nihon_main,nihon_sub,main_confidence,季節,ジャンル,出典,年,has_repetition
13660,吹たばこたばこの味は秋の風,ふくたばこ たばこのあじは あきのかぜ,秋風,喜び,風雅,淡白,0.75,秋,天文,希杖本,-,TRUE
13663,秋風の吹やひは～日割戸に,あきかぜの ふくやひわひわ ひわりどに,秋風,期待,幽玄,静寂,0.65,秋,天文,希杖本,-,TRUE
13696,なまあつき月のちら ～野分哉,なまあつき つきのちらちら のわきかな,野分,驚き,幽玄,風雅,0.72,秋,天文,我春集,-,TRUE
13882,朝～やおれが茶おけの草の露,あさあさや おれがちゃおけの くさのつゆ,露,喜び,風雅,静寂,0.75,秋,天文,真蹟,-,TRUE
13905,蓮の露ころ ～ 分じ給ひけり,はすのつゆ ころころわけじ たまいけり,露,喜び,風雅,幽玄,0.75,秋,天文,あつくさ,-,TRUE
14051,露～に先は螽の嬉嫌哉,つゆつゆに まづはいなごの きげんかな,露,喜び,風雅,幽玄,0.72,秋,天文,発句鈔追加,-,TRUE
14220,盆が来てそよ～草もうれしかろ,ぼんがきて そよそよくさも うれしかろ,盂蘭盆,喜び,風雅,物の哀れ,0.75,秋,人事,句稿消息,-,TRUE
14221,盆が来てそよ～草もうれしさう,ぼんがきて そよそよくさも うれしそう,盂蘭盆,喜び,風雅,物の哀れ,0.72,秋,人事,志多良,-,TRUE
14259,聖霊と上座して啼きり～゛す,せいれいと かみざしてなく きりぎりす,魂祭,驚き,幽玄,静寂,0.75,秋,人事,希杖本,-,TRUE
14298,迎火が草のはづれのはづれ哉,むかえびが くさのはずれの はずれかな,迎へ火、送り火,期待,幽玄,無常,0.75,秋,人事,発句題叢,-,TRUE
14614,穂芒のそよ～神もきげん哉,ほすすきの そよそよかみも きげんかな,御射山祭,喜び,風雅,静寂,0.75,秋,人事,梅塵八番,-,TRUE
14770,負角力むりにげた～笑ひ哉,まけずもう むりにげたげた わらいかな,角力,喜び,滑稽,素朴,0.75,秋,人事,梅塵八番,-,TRUE
14812,夜～にほしへり立ぬ辻角力,よるよるに ほしへりたたぬ つじずもう,角力,驚き,風雅,幽玄,0.75,秋,人事,希杖本,-,TRUE
15410,段～に雁なくなるよ門の月,だんだんに かりなくなるよ かどのつき,雁,悲しみ,無常,物の哀れ,0.75,秋,動物,享和二句記,-,TRUE
15468,雁とぶよそれ ～ そこが鬼の家,かりとぶよ それそれそこが おにのいえ,雁,驚き,滑稽,無常,0.72,秋,動物,我春集,-,TRUE
15484,雁ごや～おれが噂を致す哉,かりごやごや おれがうわさを いたすかな,雁,悲しみ,無垢,物の哀れ,0.75,秋,動物,株番,-,TRUE
15521,雁鳴や旅はういもの ～ と,かりなくや たびはういもの ういものと,雁,悲しみ,無常,物の哀れ,0.75,秋,動物,希杖本,-,TRUE
15634,きわ～と女組やら五十雀,ざわざわと おんなぐみやら ごじゅうがら,四十雀,驚き,滑稽,風雅,0.72,秋,動物,梅塵八番,-,TRUE
15685,"みだ頼め蛇もそれ～""穴に入",みだたのめ へびもそれぞれ あなにいる,蛇穴に入る,驚き,滑稽,素朴,0.65,秋,動物,梅塵八番,-,TRUE
15893,蜻蛉も人もきよろ～目つき哉,とんぼうも ひともきょろきょろ めつきかな,蜻蛉,驚き,風雅,幽玄,0.75,秋,動物,梅塵八番,-,TRUE
15904,蜻蛉や犬をてん ～ 打てとぶ,とんぼうや いぬをてんてん うってとぶ,蜻蛉,驚き,滑稽,愛らしさ,0.72,秋,動物,梅塵八番,-,TRUE
15925,蟋蟀のころ ～ 鳴や若い同士,こおろぎの ころころなくや わかいどし,こほろぎ,喜び,風雅,幽玄,0.75,秋,動物,文化三―八年句日記写,-,TRUE
16064,よい声の連はどうしたきり～”す,よいこえの つれはどうした きりぎりす,きりぎりす,悲しみ,無垢,物の哀れ,0.75,秋,動物,句稿消息,-,TRUE
16097,寝返りをするぞ脇よれきり～”す,ねがえりを するぞわきよれ きりぎりす,きりぎりす,喜び,滑稽,素朴,0.72,秋,動物,文政版,-,TRUE
16124,みだ堂の土になる気かきり～”す,みだどうの つちになるきか きりぎりす,きりぎりす,悲しみ,無常,物の哀れ,0.75,秋,動物,文政版,-,TRUE
16129,きり～”す翌ハふさがん戸穴哉,きりぎりす あすはふさがん とあなかな,きりぎりす,期待,幽玄,無常,0.75,秋,動物,連句編補遺,-,TRUE
16131,きり～”す声がわかいぞ～よ,きりぎりす こえがわかいぞ わかいぞよ,きりぎりす,喜び,愛らしさ,風雅,0.75,秋,動物,文政版,-,TRUE
16166,鰯めせめせとて泣子負ながら,いわしめせ めせとてなくこ おいながら,鰯,悲しみ,無垢,物の哀れ,0.75,秋,動物,発句鈔追加,-,TRUE
16413,鍬を杖に突～菊の主哉,くわをつえに つきつききくの あるじかな,菊,信頼,素朴,風雅,0.75,秋,植物,梅塵八番,-,TRUE
16422,幸いに遅～さくややたら菊,さいわいに おそおそさくや やたらぎく,菊,喜び,風雅,淡白,0.75,秋,植物,梅塵八番,-,TRUE
16423,垣並に楽～と咲く屋草菊,さいわいに らくらくとさく やくざぎく,菊,喜び,風雅,静寂,0.75,秋,植物,希杖本,-,TRUE
16439,ちく～な露も呑さず菊の花,ちくちくな つゆものまさず きくのはな,菊,嫌悪,無垢,物の哀れ,0.75,秋,植物,梅塵八番,-,TRUE
16542,所～菊につたなき木札かな,ところどころ きくにつたなき きふだかな,菊,悲しみ,無垢,物の哀れ,0.72,秋,植物,発句鈔追加,-,TRUE
16545,痩菊もよろ～花となりにけり,やせぎくも よろよろはなと なりにけり,菊,喜び,風雅,無常,0.72,秋,植物,希杖本,-,TRUE
16559,きり～しやんで咲く桔梗哉,きりきり しゃんでさく ききょうかな,桔梗,喜び,風雅,淡白,0.75,秋,植物,発句題叢他,-,TRUE
16696,あさがほや大花小花さは～し,あさがおや おおばなこばな さわさわし,朝顔,喜び,風雅,淡白,0.75,秋,植物,発句鈔追加,-,TRUE
16703,朝顔やさらり～と世を送る,あさがおや さらりさらりと よをおくる,朝顔,信頼,風雅,静寂,0.75,秋,植物,梅塵八番,-,TRUE
16737,鈴がらりがらり蕣ひとつさく,すずがらり がらりあさがお ひとつさく,朝顔,喜び,風雅,可憐さ,0.75,秋,植物,発句鈔追加,-,TRUE
16806,ざぶ～と萩のきこゆる夜半哉,ざぶざぶと はぎのきこゆる やはんかな,萩（木萩）,喜び,風雅,静寂,0.75,秋,植物,発句鈔追加,-,TRUE
17322,一葉づゝ終のくり～坊主哉,ひとはづつ ついのくりくり ぼうずかな,桐一葉,悲しみ,無常,物の哀れ,0.75,秋,植物,希杖本,-,TRUE
17584,焼栗やへら～神の向方に,やきぐりや へらへらかみの むくほうに,栗,喜び,風雅,余情,0.75,秋,植物,梅塵八番,-,TRUE
17615,ぱら～は栗としらるゝ雨夜哉,ぱらぱらは くりとしらるる あまよかな,栗,喜び,風雅,幽玄,0.75,秋,植物,梅塵八番,-,TRUE
18008,棒先の紙もひら～小春哉,ぼうさきの かみもひらひら こはるかな,小春（小六月）,喜び,風雅,淡白,0.75,冬,時候,嘉永版,-,TRUE
18224,夜廻りや石をかん～寒の月,よまわりや いしをかんかん かんのつき,寒月,恐れ,幽玄,静寂,0.75,冬,天文,自筆本,-,TRUE
18582,木がらしや物さしさして小商人,こがらしや ものさしさして こあきんど,木がらし,信頼,素朴,風雅,0.65,冬,天文,自筆本,-,TRUE
18887,ほちや～と雪にくるまる在所哉,ほちゃほちゃと ゆきにくるまる ざいしょかな,雪,喜び,風雅,静寂,0.75,冬,天文,句稿消息他,-,TRUE
18892,むまさうな雪やふふはり～と,うまそうな ゆきやふうわり ふうわりと,雪,喜び,風雅,淡白,0.75,冬,天文,随斎筆紀,-,TRUE
18973,雪ちら～一天雲はなかりけり,ゆきちらちら いってんくもは なかりけり,雪,驚き,幽玄,静寂,0.72,冬,天文,自筆本,-,TRUE
19005,雪ちるや軒の菖蒲がから～と,ゆきちるや のきのあやめが からからと,雪,悲しみ,無垢,物の哀れ,0.72,冬,天文,発句鈔追加,-,TRUE
19029,ぬく～と雪にくるまる小家哉,ぬくぬくと ゆきにくるまる こいえかな,雪,喜び,風雅,静寂,0.75,冬,天文,自筆本,-,TRUE
19075,来ん～と諷へる口へあられ哉,こんこんと うたえるくちへ あられかな,霰,期待,風雅,幽玄,0.75,冬,天文,自筆本,-,TRUE
19082,玉霰それ～兄が耳たぼに,たまあられ それそれあにが みみたぼに,霰,喜び,風雅,可憐さ,0.65,冬,天文,志多良,-,TRUE
19242,霜柱風とか～と吹にけり,しもばしら かぜとかとかと ふきにけり,霜柱,驚き,幽玄,静寂,0.72,冬,天文,梅塵八番,-,TRUE
19255,鳶ひよろひよろ神の御立げな,とびひょろ ひょろがみの おたてげな,神の旅,驚き,幽玄,風雅,0.75,冬,人事,文政版他,-,TRUE
19264,もろ～の愚者も月さす十夜哉,もろもろの ぐしゃもつきさす じふやかな,十夜(蛸十夜）,驚き,風雅,幽玄,0.75,冬,人事,版本題叢他,-,TRUE
19265,もろ～のぐ者も月見の十夜哉,もろもろの ぐしゃもつきみの じふやかな,十夜(蛸十夜）,喜び,風雅,幽玄,0.75,冬,人事,自筆本,-,TRUE
19297,つら役や不性～゛に寒念仏,つらやくや ふしょうぶしょうに かんねぶつ,寒念仏,悲しみ,無垢,物の哀れ,0.75,冬,人事,希杖本,-,TRUE
19298,つき合や不性～゛も寒念仏,つきあいや ふしょうぶしょうも かんねぶつ,寒念仏,悲しみ,無常,静寂,0.75,冬,人事,梅塵八番,-,TRUE
19329,年寄のせいにあれ～せつき候,としよりの せいにあれあれ せつきぞろ,節季候,怒り,滑稽,素朴,0.72,冬,人事,梅塵八番,-,TRUE
19360,草の戸も夜はもの～し年忘,くさのとも よはものものし としわすれ,年忘れ,悲しみ,無常,物の哀れ,0.75,冬,人事,梅塵八番,-,TRUE
19405,ぶつ～と衾のうちの小言哉,ぶつぶつと ふすまのうちの こごとかな,ふすま,嫌悪,滑稽,素朴,0.75,冬,人事,自筆本,-,TRUE
19407,いつ～は鹿が餌食ぞ古衾,いついつは しかがえぐいぞ ふるぶすま,ふすま,悲しみ,無垢,物の哀れ,0.75,冬,人事,自筆本,-,TRUE
19444,はや～”と誰冬ごもる畑けぶり,はやばやと たがふゆごもる はたけぶり,冬籠り,期待,幽玄,静寂,0.72,冬,人事,遺稿,-,TRUE
19455,けふも～竹に見とるゝ火桶哉,きょうもきょうも たけにみとるる ひおけかな,火鉢,喜び,風雅,静寂,0.75,冬,人事,書簡,-,TRUE
19482,納豆の糸もよはるや日～に,なっとうの いともよわるや にちにちに,納豆,喜び,風雅,淡白,0.75,冬,人事,梅塵八番,-,TRUE
19496,夜～や鰒で生てる外員部屋,よるよるや ふぐでいきてる げいんべや,鰒汁,嫌悪,滑稽,素朴,0.72,冬,人事,自筆本,-,TRUE
19497,夜～や鰒で生てゐる外員部屋,よるよるや ふぐでいきている げいんべや,鰒汁,恐れ,幽玄,静寂,0.75,冬,人事,発句鈔追加,-,TRUE
19504,とら鰒の顔まじ～と葉かげ哉,とらふぐの かおまじまじと はかげかな,鰒,喜び,風雅,可憐さ,0.65,冬,動物,享和句帖,-,TRUE
19507,ほの～゛と明石の浦のなまこかな,ほのぼのと あかしのうらの なまこかな,海鼠,喜び,風雅,静寂,0.75,冬,動物,発句鈔追加,-,TRUE
19511,とが～し枯てもとげのとれぬ草,とがとがし かれてもとげの とれぬくさ,枯れ草,悲しみ,無垢,物の哀れ,0.75,冬,植物,自筆本,-,TRUE
19568,遠山の野火が見え～しぐれけり,とおやまの のびがみえみえ しぐれけり,時雨,悲しみ,無垢,物の哀れ,0.75,冬,天文,発句集続編,-,TRUE
19572,里～や浮世の隅の網代守,さとざとや うきよのすみの あじろがみ,網代守,信頼,風雅,静寂,0.75,冬,人事,発句集続編,-,TRUE
19582,寒しこゆし虱むつむつむつかしや,さむしこゆし しらみむつむつ むつかしや,寒し（寒き日 寒き夜）,嫌悪,滑稽,素朴,0.75,冬,時候,あつくさ,-,TRUE
19583,霜の夜や翌ハ～と壁の穴,しものよや あすはあすはと かべのあな,霜,驚き,幽玄,静寂,0.72,冬,天文,あつくさ,-,TRUE
20033,けふも～人の煤なり貧乏人,きょうもきょうも ひとのすすなり びんぼうにん,煤掃,悲しみ,無垢,物の哀れ,0.75,冬,人事,発句鈔追加,-,TRUE
20194,餅つきや大黒さまもてつく～,もちつきや だいこくさまも てつくつく,餅つき,喜び,風雅,滑稽,0.75,冬,人事,希杖本,-,TRUE
20195,餅どたばた～どこがけかちやら,もちどたばた どたばたどこが けかちやら,餅つき,喜び,滑稽,素朴,0.75,冬,人事,発句鈔追加,-,TRUE
20210,来るはづの餅を聞～ねる夜哉,くるはづの もちをきききき ねるよかな,配り餅,期待,風雅,余情,0.75,冬,人事,希杖本,-,TRUE
20252,きぬ配り見せ～門を通りけり,きぬくばり みせみせもんを とおりけり,衣配り,喜び,風雅,淡白,0.75,冬,人事,発句鈔追加,-,TRUE
20375,としとるもわかれ～やしらぬ旅,としとるも わかれわかれや しらぬたび,年とる,悲しみ,無常,物の哀れ,0.75,冬,人事,真蹟,-,TRUE
20418,親と子と別れ～や追れ鳥,おやとこと わかれわかれや おわれどり,狩,悲しみ,無垢,物の哀れ,0.75,冬,人事,自筆本,-,TRUE
20420,逃鳥や子をふり返り～,にげどりや こをふりかえり ふりかえり,狩,悲しみ,無垢,物の哀れ,0.75,冬,人事,自筆本,-,TRUE
21110,あのもの～～とて薬喰,あのもの あのものあのものとて くすりぐい,薬喰,嫌悪,滑稽,素朴,0.75,冬,人事,自筆本,-,TRUE
21206,梟がのりつけおほん～かな,ふくろうが のりつけおほん おほんかな,ふくろふ,驚き,幽玄,静寂,0.72,冬,動物,真蹟,-,TRUE
21384,中～にそれも安気かやもめ鴛,なかなかに それもあんきか やもめおし,鴛鴦,喜び,風雅,静寂,0.75,冬,動物,自筆本,-,TRUE
21428,べん～と何をしなのゝ冬の蠅,べんべんと なにをしなのの ふゆのはえ,冬の蠅,嫌悪,滑稽,素朴,0.75,冬,動物,自筆本,-,TRUE
21778,冬がれて碓がたり～かな,ふゆがれて からうすがたり がたりかな,冬枯れ,悲しみ,無常,物の哀れ,0.75,冬,植物,随斎筆記,-,TRUE
21904,除夜の戸や寝覚～の人通り,じょやのとや ねざめねざめの ひとどおり,除夜,期待,静寂,無常,0.65,冬,人事,あつくさ,-,TRUE
21942,きゝ給へ竹の雀もちよ～と,ききたまへ たけのすずめも ちよちよと,竹,喜び,愛らしさ,風雅,0.75,無季,,文政版,-,TRUE
22017,赤い花こゝら～と今ごろは,あかいはな ここらここらと いまごろは,その他,喜び,風雅,余情,0.72,無季,,浅黄空,-,TRUE
5532,象潟もけふは恨まず花の春,きさがたも きょうはうらまず はなのはる,花,喜び,無垢,物の哀れ,0.75,春,植物,千題集,寛政１,FALSE
5998,騒しき世をおし祓て遅桜,さわがしき よをおしはらって おそざくら,桜,悲しみ,無常,物の哀れ,0.75,春,植物,千題集,寛政1,FALSE
5999,酔てから咄も八重の桜哉,よってから はなしもやえの さくらかな,桜,喜び,風雅,余情,0.75,春,植物,花勧進,寛政1,FALSE
6478,振り替る柳の色や雨あがり,ふりかわる やなぎのいろや あめあがり,柳,喜び,風雅,無常,0.75,春,植物,柳の友,寛政1,FALSE
12701,象潟や朝日ながらの秋のくれ,きさがたや あさひながらの あきのくれ,秋の暮,喜び,風雅,無常,0.75,秋,時候,蚶満旅客集,寛政1,FALSE
16964,象潟や島がくれ行刈穂船,きさがたや しまがくれゆく かりほせん,稲,喜び,風雅,無常,0.75,秋,植物,蚶満旅客集,寛政1,FALSE
784,とそ酌もわらじながらの夜明哉,とそくむも わらじながらの よあけかな,屠蘇,喜び,風雅,静寂,0.75,新年,人事,さらば笠,寛政10,FALSE
1682,から崎に我もかすミ（霞）のひとツ哉,からさきに われもかすみの ひとつかな,霞,喜び,幽玄,風雅,0.75,春,天文,真蹟,寛政10,FALSE
1683,むく起の鼻の先よりかすみ哉,むくおきの はなのさきより かすみかな,霞,喜び,幽玄,静寂,0.75,春,天文,さらば笠,寛政10,FALSE
